Found 2102 Java files to convert
[765/2102] ✓ Converted: AnimationsMesh.java → converted/include/zombie/scripting/objects/AnimationsMesh.h
[766/2102] ✓ Converted: ItemRecipe.java → converted/include/zombie/scripting/objects/ItemRecipe.h
[767/2102] ✓ Converted: SoundTimelineScript.java → converted/include/zombie/scripting/objects/SoundTimelineScript.h
[768/2102] ✓ Converted: ItemReplacement.java → converted/include/zombie/scripting/objects/ItemReplacement.h
[769/2102] ✓ Converted: ModelWeaponPart.java → converted/include/zombie/scripting/objects/ModelWeaponPart.h
[770/2102] ✓ Converted: VehicleTemplate.java → converted/include/zombie/scripting/objects/VehicleTemplate.h
[771/2102] ✓ Converted: RDSGunmanInBathroom.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSGunmanInBathroom.h
[772/2102] ✓ Converted: RDSStudentNight.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSStudentNight.h
[773/2102] ✓ Converted: RDSFootballNight.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSFootballNight.h
[774/2102] ✓ Converted: RDSBandPractice.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSBandPractice.h
[775/2102] ✓ Converted: RDSSkeletonPsycho.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSSkeletonPsycho.h
[776/2102] ✓ Converted: RDSGunslinger.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSGunslinger.h
[777/2102] ✓ Converted: RDSZombiesEating.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSZombiesEating.h
[778/2102] ✓ Converted: RDSPoliceAtHouse.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSPoliceAtHouse.h
[779/2102] ✓ Converted: RDSSpecificProfession.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSSpecificProfession.h
[780/2102] ✓ Converted: RDSHouseParty.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSHouseParty.h
[781/2102] ✓ Converted: RDSPokerNight.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSPokerNight.h
[782/2102] ✓ Converted: RDSPrisonEscape.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSPrisonEscape.h
[783/2102] ✓ Converted: RDSTinFoilHat.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSTinFoilHat.h
[784/2102] ✓ Converted: RDSBathroomZed.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSBathroomZed.h
[785/2102] ✓ Converted: RDSBleach.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSBleach.h
[786/2102] ✓ Converted: RDSStagDo.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSStagDo.h
[787/2102] ✓ Converted: RDSZombieLockedBathroom.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSZombieLockedBathroom.h
[788/2102] ✓ Converted: RDSDeadDrunk.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSDeadDrunk.h
[789/2102] ✓ Converted: RDSBedroomZed.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSBedroomZed.h
[790/2102] ✓ Converted: RDSSuicidePact.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSSuicidePact.h
[791/2102] ✓ Converted: RDSCorpsePsycho.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSCorpsePsycho.h
[792/2102] ✓ Converted: RandomizedDeadSurvivorBase.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RandomizedDeadSurvivorBase.h
[793/2102] ✓ Converted: RDSHockeyPsycho.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSHockeyPsycho.h
[794/2102] ✓ Converted: RDSPrisonEscapeWithPolice.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSPrisonEscapeWithPolice.h
[795/2102] ✓ Converted: RDSHenDo.java → converted/include/zombie/randomizedWorld/randomizedDeadSurvivor/RDSHenDo.h
[796/2102] ✓ Converted: RBOffice.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBOffice.h
[797/2102] ✓ Converted: RBSafehouse.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBSafehouse.h
[798/2102] ✓ Converted: RBSpiffo.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBSpiffo.h
[799/2102] ✓ Converted: RBBurntFireman.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBBurntFireman.h
[800/2102] ✓ Converted: RBPizzaWhirled.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBPizzaWhirled.h
[801/2102] ✓ Converted: RBStripclub.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBStripclub.h
[802/2102] ✓ Converted: RBBasic.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBBasic.h
[803/2102] ✓ Converted: RBLooted.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBLooted.h
[804/2102] ✓ Converted: RBBar.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBBar.h
[805/2102] ✓ Converted: RBPileOCrepe.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBPileOCrepe.h
[806/2102] ✓ Converted: RBClinic.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBClinic.h
[807/2102] ✓ Converted: RBShopLooted.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBShopLooted.h
[808/2102] ✓ Converted: RBHairSalon.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBHairSalon.h
[809/2102] ✓ Converted: RBCafe.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBCafe.h
[810/2102] ✓ Converted: RBOther.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBOther.h
[811/2102] ✓ Converted: RBTableStory.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBTableStory.h
[812/2102] ✓ Converted: RBKateAndBaldspot.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBKateAndBaldspot.h
[813/2102] ✓ Converted: RBBurnt.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBBurnt.h
[814/2102] ✓ Converted: RandomizedBuildingBase.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RandomizedBuildingBase.h
[815/2102] ✓ Converted: RBSchool.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBSchool.h
[816/2102] ✓ Converted: RBBurntCorpse.java → converted/include/zombie/randomizedWorld/randomizedBuilding/RBBurntCorpse.h
[817/2102] ✓ Converted: RVSCarCrash.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSCarCrash.h
[818/2102] ✓ Converted: VehicleStorySpawner.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner.h
[819/2102] ✓ Converted: RVSBurntCar.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSBurntCar.h
[820/2102] ✓ Converted: RVSBanditRoad.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSBanditRoad.h
[821/2102] ✓ Converted: RVSCarCrashCorpse.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSCarCrashCorpse.h
[822/2102] ✓ Converted: VehicleStorySpawnData.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawnData.h
[823/2102] ✓ Converted: RVSChangingTire.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSChangingTire.h
[824/2102] ✓ Converted: RVSPoliceBlockade.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSPoliceBlockade.h
[825/2102] ✓ Converted: RVSConstructionSite.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSConstructionSite.h
[826/2102] ✓ Converted: RVSCrashHorde.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSCrashHorde.h
[827/2102] ✓ Converted: RVSFlippedCrash.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSFlippedCrash.h
[828/2102] ✓ Converted: RVSAmbulanceCrash.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSAmbulanceCrash.h
[829/2102] ✓ Converted: RandomizedVehicleStoryBase.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RandomizedVehicleStoryBase.h
[830/2102] ✓ Converted: RVSPoliceBlockadeShooting.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSPoliceBlockadeShooting.h
[831/2102] ✓ Converted: RVSTrailerCrash.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSTrailerCrash.h
[832/2102] ✓ Converted: RVSUtilityVehicle.java → converted/include/zombie/randomizedWorld/randomizedVehicleStory/RVSUtilityVehicle.h
[833/2102] ✓ Converted: RZSForestCamp.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSForestCamp.h
[834/2102] ✓ Converted: RZSMusicFest.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSMusicFest.h
[835/2102] ✓ Converted: RandomizedZoneStoryBase.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RandomizedZoneStoryBase.h
[836/2102] ✓ Converted: RZSBaseball.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSBaseball.h
[837/2102] ✓ Converted: RZSFishingTrip.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSFishingTrip.h
[838/2102] ✓ Converted: RZSSexyTime.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSSexyTime.h
[839/2102] ✓ Converted: RZSBuryingCamp.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSBuryingCamp.h
[840/2102] ✓ Converted: RZSTrapperCamp.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSTrapperCamp.h
[841/2102] ✓ Converted: RZSForestCampEaten.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSForestCampEaten.h
[842/2102] ✓ Converted: RZSBeachParty.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSBeachParty.h
[843/2102] ✓ Converted: RZSBBQParty.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSBBQParty.h
[844/2102] ✓ Converted: RZSMusicFestStage.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSMusicFestStage.h
[845/2102] ✓ Converted: RZSHunterCamp.java → converted/include/zombie/randomizedWorld/randomizedZoneStory/RZSHunterCamp.h
[846/2102] ✓ Converted: RBTSDinner.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSDinner.h
[847/2102] ✓ Converted: RBTSBreakfast.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSBreakfast.h
[848/2102] ✓ Converted: RBTSSewing.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSSewing.h
[849/2102] ✓ Converted: RBTSButcher.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSButcher.h
[850/2102] ✓ Converted: RBTSSandwich.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSSandwich.h
[851/2102] ✓ Converted: RBTableStoryBase.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTableStoryBase.h
[852/2102] ✓ Converted: RBTSSoup.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSSoup.h
[853/2102] ✓ Converted: RBTSElectronics.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSElectronics.h
[854/2102] ✓ Converted: RBTSFoodPreparation.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSFoodPreparation.h
[855/2102] ✓ Converted: RBTSDrink.java → converted/include/zombie/randomizedWorld/randomizedBuilding/TableStories/RBTSDrink.h
[856/2102] ✓ Converted: NatureBush.java → converted/include/zombie/erosion/categories/NatureBush.h
[857/2102] ✓ Converted: NatureTrees.java → converted/include/zombie/erosion/categories/NatureTrees.h
[858/2102] ✓ Converted: NaturePlants.java → converted/include/zombie/erosion/categories/NaturePlants.h
[859/2102] ✓ Converted: Flowerbed.java → converted/include/zombie/erosion/categories/Flowerbed.h
[860/2102] ✓ Converted: StreetCracks.java → converted/include/zombie/erosion/categories/StreetCracks.h
[861/2102] ✓ Converted: WallCracks.java → converted/include/zombie/erosion/categories/WallCracks.h
[862/2102] ✓ Converted: ErosionCategory.java → converted/include/zombie/erosion/categories/ErosionCategory.h
[863/2102] ✓ Converted: WallVines.java → converted/include/zombie/erosion/categories/WallVines.h
[864/2102] ✓ Converted: NatureGeneric.java → converted/include/zombie/erosion/categories/NatureGeneric.h
[865/2102] ✓ Converted: ErosionIceQueen.java → converted/include/zombie/erosion/season/ErosionIceQueen.h
[866/2102] ✓ Converted: ErosionSeason.java → converted/include/zombie/erosion/season/ErosionSeason.h
[867/2102] ✓ Converted: ErosionObjOverlay.java → converted/include/zombie/erosion/obj/ErosionObjOverlay.h
[868/2102] ✓ Converted: ErosionObj.java → converted/include/zombie/erosion/obj/ErosionObj.h
[869/2102] ✓ Converted: ErosionObjOverlaySprites.java → converted/include/zombie/erosion/obj/ErosionObjOverlaySprites.h
[870/2102] ✓ Converted: ErosionObjSprites.java → converted/include/zombie/erosion/obj/ErosionObjSprites.h
[871/2102] ✓ Converted: Noise2D.java → converted/include/zombie/erosion/utils/Noise2D.h
[872/2102] ✓ Converted: Log.java → converted/include/zombie/world/logger/Log.h
[873/2102] ✓ Converted: WorldDictionaryLogger.java → converted/include/zombie/world/logger/WorldDictionaryLogger.h
[874/2102] ✓ Converted: GlobalModData.java → converted/include/zombie/world/moddata/GlobalModData.h
[875/2102] ✓ Converted: ModData.java → converted/include/zombie/world/moddata/ModData.h
[876/2102] ✓ Converted: WorldMapStyleLayer.java → converted/include/zombie/worldMap/styles/WorldMapStyleLayer.h
[877/2102] ✓ Converted: WorldMapStyle.java → converted/include/zombie/worldMap/styles/WorldMapStyle.h
[878/2102] ✓ Converted: WorldMapTextureStyleLayer.java → converted/include/zombie/worldMap/styles/WorldMapTextureStyleLayer.h
[879/2102] ✓ Converted: WorldMapLineStyleLayer.java → converted/include/zombie/worldMap/styles/WorldMapLineStyleLayer.h
[880/2102] ✓ Converted: WorldMapPolygonStyleLayer.java → converted/include/zombie/worldMap/styles/WorldMapPolygonStyleLayer.h
[881/2102] ✓ Converted: WorldMapStyleV1.java → converted/include/zombie/worldMap/styles/WorldMapStyleV1.h
[882/2102] ✓ Converted: WorldMapSymbolCollisions.java → converted/include/zombie/worldMap/symbols/WorldMapSymbolCollisions.h
[883/2102] ✓ Converted: WorldMapBaseSymbol.java → converted/include/zombie/worldMap/symbols/WorldMapBaseSymbol.h
[884/2102] ✓ Converted: MapSymbolDefinitions.java → converted/include/zombie/worldMap/symbols/MapSymbolDefinitions.h
[885/2102] ✓ Converted: WorldMapTextSymbol.java → converted/include/zombie/worldMap/symbols/WorldMapTextSymbol.h
[886/2102] ✓ Converted: WorldMapTextureSymbol.java → converted/include/zombie/worldMap/symbols/WorldMapTextureSymbol.h
[887/2102] ✓ Converted: WorldMapSymbols.java → converted/include/zombie/worldMap/symbols/WorldMapSymbols.h
[888/2102] ✓ Converted: WorldMapSymbolsV1.java → converted/include/zombie/worldMap/symbols/WorldMapSymbolsV1.h
